accession,length,nb_contigs,category,filtering_method,serratax_id,serraplace_id,refseq_neighbour,refseq_pctid,refseq_quality,genome_neighbour,genome_pctid,genome_quality,fragment_neighbour,fragment_pctid,fragment_quality,platform
SRR11771945,29824,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR1182314,154,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR11828402,1003,1,D,checkv,694009,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,94.0,unknown,ILLUMINA
SRR11857995,29839,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11907585,14942,6,C,checkv,694009,,NC_045512.2,100.0,hiclip_suspicious,NC_045512.2,100.0,hiclip_suspicious,MT084071.1,97.0,hiclip_suspicious,ILLUMINA
SRR11915905,21023,2,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,76.6,unknown,ILLUMINA
SRR1193197,4271,2,D,checkv,694009,,NC_004718.3,99.9,partial,NC_004718.3,99.9,partial,DI195813.1,94.6,unknown,ILLUMINA
SRR11953880,29857,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11954139,1748,5,D,bgc,,,NC_045512.2,99.2,partial,MT374101.1,99.2,partial,KU182963.1,81.5,unknown,ILLUMINA
SRR11965912,29792,1,A,checkv,694009,,NC_045512.2,99.8,near_complete,NC_045512.2,99.8,near_complete,MT084071.1,77.1,unknown,ILLUMINA
SRR12045974,7189,19,C,bgc,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,74.8,unknown,ILLUMINA
SRR2063967,35134,5,B,checkv,2509479,,NC_028814.1,95.0,unknown,KJ473810.1,96.8,unknown,KU182966.1,85.2,hiclip_suspicious,?
SRR2534663,231,1,D,bgc,,,NC_012936.1,93.1,unknown,MF618252.1,95.7,unknown,L37757.1,96.5,unknown,ILLUMINA
SRR5677629,268,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR5872043,3129,1,D,checkv,290028,,NC_006577.2,99.0,partial,KF686343.1,99.5,partial,KY370049.1,61.6,unknown,ILLUMINA
SRR6713859,25018,1,A,checkv,28295,,NC_003436.1,96.7,unknown,KU893871.1,99.5,partial,MG546689.1,98.8,partial,ILLUMINA
SRR8265624,314,1,D,bgc,,,NC_001451.1,93.3,unknown,AY514485.1,95.9,unknown,KF826870.1,96.5,unknown,ILLUMINA
ERR4080615,16435,12,C,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,94.6,unknown,OXFORD_NANOPORE
ERR4129008,4364,7,D,checkv,2730119,,NC_045512.2,97.7,partial,NC_045512.2,97.7,partial,MT084071.1,91.3,unknown,OXFORD_NANOPORE
ERR4147047,5263,7,C,checkv,694009,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,96.5,unknown,OXFORD_NANOPORE
ERR4164794,6156,1,C,checkv,694009,,NC_045512.2,99.7,partial,NC_045512.2,99.7,partial,MT084071.1,73.9,unknown,OXFORD_NANOPORE
ERR4176327,3970,6,D,checkv,696098,,NC_045512.2,96.4,unknown,MT374101.1,96.4,unknown,MT084071.1,88.9,unknown,OXFORD_NANOPORE
ERR4182230,6682,4,C,bgc,,,NC_045512.2,99.7,partial,NC_045512.2,99.7,partial,MT084071.1,92.0,unknown,OXFORD_NANOPORE
ERR4182481,3696,1,D,checkv,694009,,NC_045512.2,99.2,partial,NC_045512.2,99.2,partial,MT084071.1,93.0,unknown,OXFORD_NANOPORE
ERR563518,732,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR963030,283,1,D,checkv,,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,MF741832.1,99.3,partial,ILLUMINA
ERR1301849,379,1,D,bgc,,,NC_009657.1,97.4,partial,MH687964.1,98.7,partial,*,0,unmapped,ILLUMINA
ERR1303051,18174,2,C,checkv,,,NC_009657.1,84.7,unknown,MH687962.1,99.6,partial,MG923574.2,87.4,hiclip_suspicious,ILLUMINA
SRR11945456,29554,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.2,unknown,ILLUMINA
SRR11953881,1057,2,D,checkv,694009,,NC_045512.2,99.4,partial,NC_045512.2,99.4,partial,MT084071.1,93.3,unknown,ILLUMINA
SRR11954140,6415,2,C,checkv,694009,,NC_045512.2,99.8,partial,NC_045512.2,99.8,partial,MT084071.1,79.7,unknown,ILLUMINA
SRR11965911,29824,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR12045975,6980,3,C,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,75.3,unknown,ILLUMINA
SRR5872044,13985,2,C,checkv,,,NC_006213.1,97.1,partial,MN306053.1,99.6,partial,AF058942.1,90.4,unknown,ILLUMINA
SRR6713860,28192,1,A,checkv,28295,,NC_003436.1,96.7,unknown,KU893870.1,99.5,partial,MG546689.1,98.7,near_complete,ILLUMINA
SRR7057551,3086,1,D,checkv,694005,,NC_001846.1,92.3,unknown,FJ647224.1,93.7,unknown,MF416379.1,91.9,unknown,BGISEQ
SRR8265626,2409,2,D,checkv,11120,,NC_001451.1,89.7,unknown,MN599049.1,92.0,unknown,KU253618.1,92.1,unknown,ILLUMINA
SRR9056060,1368,2,D,checkv,366617,,NC_032730.1,83.3,unknown,NC_032730.1,83.3,unknown,KY370054.1,88.1,unknown,ILLUMINA
SRR9431036,1179,1,D,checkv,,,NC_004718.3,99.1,partial,AY772062.1,99.1,partial,DI195813.1,99.5,partial,?
SRR11039577,8300,3,C,checkv,11138,,NC_001846.1,99.9,partial,NC_001846.1,99.9,partial,AY497330.1,98.0,partial,ILLUMINA
SRR11140750,29766,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.2,unknown,ILLUMINA
SRR11251930,1919,4,D,bgc,,,NC_002645.1,99.9,partial,NC_002645.1,99.9,partial,J04419.1,94.7,unknown,ILLUMINA
SRR11426414,30896,3,B,checkv,694009,,NC_045512.2,98.1,partial,NC_045512.2,98.1,partial,MT084071.1,77.0,hiclip_suspicious,ILLUMINA
SRR11494585,13330,4,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,89.1,unknown,ILLUMINA
SRR11550033,4453,6,D,checkv,694009,,NC_004718.3,98.0,partial,NC_004718.3,98.0,partial,AH013709.2,98.1,partial,ILLUMINA
SRR11577904,29345,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,76.2,unknown,ILLUMINA
SRR11578155,16542,3,C,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,81.7,unknown,ILLUMINA
SRR11597193,433,1,D,checkv,694009,,NC_045512.2,99.8,partial,MT374101.1,99.8,partial,MT084071.1,94.7,unknown,ILLUMINA
SRR11622057,4484,3,D,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,94.5,unknown,ILLUMINA
SRR11637224,13671,5,C,bgc,,,NC_045512.2,99.5,hiclip_suspicious,NC_045512.2,99.5,hiclip_suspicious,MT084071.1,85.9,hiclip_suspicious,OXFORD_NANOPORE
SRR11699208,1385,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR11771946,29585,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.0,unknown,ILLUMINA
SRR11779971,29806,1,A,checkv,694009,,NC_045512.2,99.8,near_complete,NC_045512.2,99.8,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11828403,4906,11,D,bgc,,,NC_045512.2,99.9,partial,MT374101.1,99.9,partial,MT084071.1,86.9,unknown,ILLUMINA
SRR11857996,25270,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,76.6,unknown,?
SRR11907586,1140,2,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,95.9,unknown,ILLUMINA
SRR11915906,10660,4,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,88.1,unknown,ILLUMINA
SRR1193198,3117,2,D,checkv,694009,,NC_004718.3,100.0,partial,MT308984.1,100.0,partial,DI195813.1,100.0,partial,ILLUMINA
ERR1301460,2079,2,D,checkv,2691591,,NC_009657.1,97.0,unknown,MH687943.1,98.6,partial,KT346372.1,94.7,unknown,ILLUMINA
ERR1301850,26792,3,B,checkv,2691591,,NC_009657.1,95.4,unknown,MH687965.1,98.9,partial,KT346372.1,92.8,hiclip_suspicious,ILLUMINA
ERR2738465,62368,3,B,checkv,2724078,,NC_001846.1,77.5,unknown,MH687968.1,97.5,near_complete,KY370049.1,87.2,unknown,ILLUMINA
ERR3179773,2097,1,D,checkv,2691591,,NC_009657.1,77.9,unknown,MH687966.1,97.2,partial,KT346372.1,81.0,unknown,ILLUMINA
ERR3199532,598,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR4018349,27612,1,A,checkv,11120,,NC_001451.1,90.5,unknown,FJ904719.1,94.0,unknown,MN548285.1,90.9,unknown,ILLUMINA
ERR4080616,9506,8,C,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,85.3,unknown,OXFORD_NANOPORE
ERR4129009,4286,7,D,checkv,696098,,NC_045512.2,95.5,unknown,NC_045512.2,95.5,unknown,MT084071.1,89.7,unknown,OXFORD_NANOPORE
ERR4147048,4086,6,D,checkv,696098,,NC_045512.2,96.4,unknown,MT374101.1,96.4,unknown,MT084071.1,90.8,unknown,OXFORD_NANOPORE
ERR4164795,11007,1,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,78.1,unknown,OXFORD_NANOPORE
ERR4176328,4641,7,D,checkv,696098,,NC_045512.2,95.8,unknown,MT374101.1,95.8,unknown,MT084071.1,88.4,unknown,OXFORD_NANOPORE
ERR4182231,2577,1,D,checkv,694009,,NC_045512.2,99.8,hiclip_suspicious,NC_045512.2,99.8,hiclip_suspicious,MT084071.1,95.6,hiclip_suspicious,OXFORD_NANOPORE
ERR963031,1877,1,D,checkv,2509494,,NC_019843.3,99.6,partial,KU710265.1,99.7,partial,KT036374.1,99.6,partial,ILLUMINA
SRR10221877,320,1,D,bgc,,,NC_006213.1,99.7,partial,MN306053.1,100.0,partial,LR721664.1,96.2,unknown,ILLUMINA
SRR11039578,8667,3,C,checkv,11138,,NC_001846.1,99.9,partial,NC_001846.1,99.9,partial,MF416379.1,94.5,unknown,ILLUMINA
SRR11140751,4509,1,D,checkv,694009,,NC_045512.2,99.6,partial,NC_045512.2,99.6,partial,MT084071.1,94.0,unknown,OXFORD_NANOPORE
SRR11426415,30767,4,B,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,76.4,unknown,ILLUMINA
SRR11494586,20738,3,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,71.1,unknown,ILLUMINA
SRR11550034,6366,5,C,checkv,694009,,NC_004718.3,96.6,unknown,NC_004718.3,96.6,unknown,DI195813.1,96.6,unknown,ILLUMINA
SRR11577905,27304,3,B,checkv,694009,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,81.9,unknown,ILLUMINA
SRR11578156,22834,1,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,79.7,unknown,ILLUMINA
SRR11578980,7688,1,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,82.1,unknown,ILLUMINA
SRR11597194,29845,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11622058,30115,4,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,82.5,unknown,ILLUMINA
SRR11637225,24700,26,C,bgc,,,NC_045512.2,99.9,hiclip_suspicious,NC_045512.2,99.9,hiclip_suspicious,KF294455.1,99.0,hiclip_suspicious,OXFORD_NANOPORE
SRR11771947,24883,2,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,70.9,unknown,ILLUMINA
SRR11779970,29861,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11857997,29839,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11907587,3265,2,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,98.1,partial,ILLUMINA
SRR11915907,10049,3,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,87.5,unknown,ILLUMINA
SRR1193199,4392,1,D,checkv,694009,,NC_004718.3,100.0,partial,NC_004718.3,100.0,partial,DI195813.1,95.9,unknown,ILLUMINA
SRR1194829,12546,1,C,checkv,694009,,NC_004718.3,100.0,partial,NC_004718.3,100.0,partial,AH013709.2,94.3,hiclip_suspicious,ILLUMINA
SRR11953882,29643,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.1,unknown,ILLUMINA
SRR11954141,29885,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11965913,29840,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR12023429,379,1,D,bgc,,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,93.4,unknown,ILLUMINA
SRR12045976,29923,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,?
SRR5204239,501,1,D,bgc,,,NC_003436.1,98.4,partial,KU893870.1,99.4,partial,MG546689.1,98.4,partial,ILLUMINA
SRR5872050,2082,1,D,checkv,366617,,NC_005831.2,99.5,partial,NC_005831.2,99.5,partial,MN026166.1,99.6,partial,ILLUMINA
SRR6291265,126627,9,B,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR6713861,56120,2,B,checkv,28295,,NC_003436.1,96.7,unknown,KU893870.1,99.4,near_complete,MG546689.1,98.6,complete,ILLUMINA
SRR9056065,328,1,D,bgc,,,NC_032730.1,91.8,unknown,NC_032730.1,91.8,unknown,MK163627.1,91.5,unknown,ILLUMINA
SRR9431037,1282,1,D,checkv,696098,,NC_004718.3,91.0,unknown,AY772062.1,91.0,unknown,AH013657.2,91.0,unknown,?
ERR1301851,5718,10,C,bgc,,,NC_009657.1,86.0,unknown,MH687950.1,99.5,partial,MK894847.1,84.8,unknown,ILLUMINA
ERR1302636,818,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR1303054,377,1,D,bgc,,,*,0,unmapped,MH687951.1,99.5,partial,*,0,unmapped,ILLUMINA
ERR2194130,475,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR2738466,146440,8,B,checkv,2724078,,NC_001846.1,77.5,unknown,MH687968.1,97.5,near_complete,KY370049.1,87.2,unknown,ILLUMINA
ERR3179774,28214,1,A,checkv,2691591,,NC_009657.1,97.3,hiclip_suspicious,MH687965.1,100.0,near_complete,MG546689.1,85.8,hiclip_suspicious,ILLUMINA
ERR3199533,801,2,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR4018363,205,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR4080617,7806,9,C,checkv,694009,,NC_045512.2,99.8,partial,NC_045512.2,99.8,partial,MT084071.1,94.5,unknown,OXFORD_NANOPORE
ERR4129010,4803,7,D,checkv,,,NC_045512.2,95.7,unknown,MT374101.1,95.7,unknown,MT084071.1,88.8,unknown,OXFORD_NANOPORE
ERR4147049,2180,3,D,checkv,694009,,NC_045512.2,99.8,partial,NC_045512.2,99.8,partial,MT084071.1,93.7,unknown,OXFORD_NANOPORE
ERR4164796,26754,2,B,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,77.2,unknown,OXFORD_NANOPORE
ERR4176329,5911,9,C,checkv,694009,,NC_045512.2,99.8,partial,MT374101.1,99.8,partial,MT084071.1,96.3,unknown,OXFORD_NANOPORE
ERR4182232,11367,2,C,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,84.0,unknown,?
ERR570043,1276,3,D,bgc,,,NC_006577.2,93.8,unknown,AY884001.1,99.5,partial,DQ131639.1,95.6,unknown,ILLUMINA
ERR963032,1292,1,D,checkv,2509494,,NC_019843.3,99.5,partial,KU710265.1,99.7,partial,KT036374.1,99.5,partial,ILLUMINA
SRR10221878,18735,2,C,checkv,11137,,NC_002645.1,97.9,partial,KY967357.1,99.4,partial,KT253272.1,90.8,unknown,ILLUMINA
SRR11039579,7214,2,C,checkv,11138,,NC_001846.1,99.9,partial,NC_001846.1,99.9,partial,MF416379.1,94.7,unknown,ILLUMINA
SRR11426416,30978,4,B,checkv,694009,,NC_045512.2,98.1,partial,NC_045512.2,98.1,partial,MT084071.1,76.9,hiclip_suspicious,ILLUMINA
SRR11494587,18153,3,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,83.1,unknown,ILLUMINA
SRR11517432,29878,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11550035,4110,5,D,checkv,694009,,NC_045512.2,99.8,partial,MT374101.1,99.8,partial,MT084071.1,95.9,unknown,ILLUMINA
SRR11577906,3905,1,D,checkv,694009,,NC_045512.2,99.7,partial,NC_045512.2,99.7,partial,MT084071.1,94.0,unknown,ILLUMINA
SRR11578157,20402,2,C,checkv,,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,82.5,unknown,ILLUMINA
SRR11578981,7721,1,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,82.2,unknown,ILLUMINA
SRR11597195,1018,1,D,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,93.4,unknown,ILLUMINA
SRR11622059,4916,2,D,checkv,694009,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,75.3,unknown,ILLUMINA
SRR11637226,7629,11,C,bgc,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,93.2,unknown,OXFORD_NANOPORE
SRR11771948,29735,2,B,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,75.1,unknown,ILLUMINA
SRR11779972,29896,1,A,checkv,694009,,NC_045512.2,99.8,complete,NC_045512.2,99.8,complete,MT084071.1,77.2,unknown,ILLUMINA
SRR11791538,838,2,D,bgc,,,NC_045512.2,99.6,partial,MT374101.1,99.6,partial,MT084071.1,97.5,partial,ILLUMINA
SRR11828405,381,1,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,91.9,unknown,ILLUMINA
SRR11857998,29837,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11907588,8744,13,C,bgc,,,NC_045512.2,98.0,partial,MT374101.1,98.0,partial,MT084071.1,95.4,unknown,?
SRR11915908,10667,3,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,87.0,unknown,ILLUMINA
SRR1194830,17344,3,C,checkv,,,NC_004718.3,99.9,partial,NC_004718.3,99.9,partial,AH013709.2,92.9,hiclip_suspicious,ILLUMINA
SRR11954142,29868,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,76.1,unknown,ILLUMINA
SRR11965914,29902,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR12045977,24908,3,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.5,unknown,ILLUMINA
SRR5872051,20509,3,C,checkv,,,NC_006213.1,97.2,partial,MN306053.1,99.6,partial,AF058942.1,90.5,unknown,ILLUMINA
SRR6291269,34751,2,B,bgc,,,NC_034972.1,98.8,partial,NC_034972.1,98.8,partial,*,0,unmapped,ILLUMINA
SRR7057553,3596,1,D,checkv,694005,,NC_001846.1,92.0,unknown,AB551247.1,92.6,unknown,AF207551.1,91.4,unknown,BGISEQ
SRR9431038,1157,1,D,bgc,,,NC_004718.3,98.4,partial,NC_004718.3,98.4,partial,AH012999.2,98.4,partial,?
SRR9637823,839,2,D,bgc,,,NC_006577.2,98.2,partial,AY884001.1,99.8,partial,LR721664.1,88.4,unknown,ILLUMINA
ERR2589322,527,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR3179775,463,1,D,bgc,,,NC_009657.1,92.9,unknown,MH687946.1,99.4,partial,*,0,unmapped,ILLUMINA
ERR4018418,4521,7,D,bgc,,,NC_045512.2,96.6,unknown,MT374101.1,96.7,unknown,MT084071.1,93.5,unknown,?
ERR4080618,8334,10,C,checkv,694009,,NC_045512.2,98.9,partial,NC_045512.2,98.9,partial,MT084071.1,93.3,unknown,OXFORD_NANOPORE
ERR4129011,1724,2,D,checkv,694009,,NC_045512.2,99.9,partial,MT374101.1,99.9,partial,MT084071.1,96.1,unknown,OXFORD_NANOPORE
ERR4147050,13815,23,C,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,93.7,unknown,OXFORD_NANOPORE
ERR1301462,38721,3,B,checkv,2691591,,NC_009657.1,95.8,unknown,MH687941.1,98.6,complete,MG546689.1,85.8,hiclip_suspicious,ILLUMINA
ERR1303055,522,1,D,checkv,,,NC_009657.1,93.1,unknown,MH687949.1,97.3,partial,KT346372.1,93.9,unknown,ILLUMINA
SRR11251934,1258,1,D,checkv,11137,,NC_002645.1,99.9,partial,NC_002645.1,99.9,partial,J04419.1,95.9,unknown,ILLUMINA
SRR11426417,31140,7,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.2,unknown,ILLUMINA
SRR11494588,10524,2,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,85.4,unknown,ILLUMINA
SRR11550036,3472,6,D,checkv,694009,,NC_004718.3,97.2,partial,NC_004718.3,97.2,partial,AY536760.3,93.4,unknown,ILLUMINA
SRR11577907,16492,2,C,checkv,,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,81.5,unknown,ILLUMINA
SRR11578158,2551,1,D,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,93.4,unknown,ILLUMINA
SRR11579233,490,1,D,bgc,,,NC_045512.2,96.3,unknown,MT374101.1,96.3,unknown,KF294457.1,89.4,unknown,OXFORD_NANOPORE
SRR11586701,20731,3,C,bgc,,,NC_045512.2,98.0,partial,MT374101.1,98.0,partial,MT084071.1,75.3,hiclip_suspicious,OXFORD_NANOPORE
SRR11597196,8744,15,C,bgc,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,GQ870287.1,76.6,unknown,ILLUMINA
SRR11622060,29755,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,76.5,unknown,ILLUMINA
SRR11637227,17026,23,C,bgc,,,NC_045512.2,96.7,unknown,NC_045512.2,96.7,unknown,MT084071.1,92.4,unknown,OXFORD_NANOPORE
SRR11771949,29595,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.0,unknown,ILLUMINA
SRR11779973,29835,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR1182456,1201,2,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR11828406,29767,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.0,unknown,ILLUMINA
SRR11857999,29835,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11907589,574,1,D,checkv,696098,,NC_045512.2,99.3,partial,NC_045512.2,99.3,partial,MT084071.1,95.3,unknown,ILLUMINA
SRR11915909,28814,3,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,82.5,unknown,ILLUMINA
SRR11932792,246,1,D,bgc,,,NC_003436.1,98.8,partial,KT941120.1,99.2,partial,KF840551.1,99.2,partial,?
SRR1194831,17401,2,C,checkv,,,NC_004718.3,100.0,partial,NC_004718.3,100.0,partial,AH013709.2,94.3,hiclip_suspicious,ILLUMINA
SRR11953884,29888,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11954143,29884,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11965915,29835,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR12045978,27152,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.2,unknown,ILLUMINA
SRR5872052,1204,2,D,checkv,31631,,NC_006213.1,98.7,partial,MN306053.1,99.9,partial,KF963211.1,99.1,partial,ILLUMINA
SRR6291270,5464,3,C,checkv,_unclassified_,,*,0,unmapped,*,0,unmapped,MG600026.1,99.9,partial,ILLUMINA
SRR6713863,84594,3,B,checkv,28295,,NC_003436.1,96.7,unknown,KU893871.1,99.6,partial,MG546689.1,98.8,near_complete,ILLUMINA
SRR7613963,668,1,D,bgc,,,NC_003436.1,95.1,unknown,KY499261.1,99.0,partial,KF840538.1,99.0,partial,ILLUMINA
SRR9637824,4844,2,D,checkv,290028,,NC_006577.2,92.1,unknown,AY884001.1,99.7,partial,KF294371.1,75.9,unknown,ILLUMINA
SRR9822006,7100,2,C,checkv,28295,,NC_003436.1,95.1,unknown,MN692789.1,99.2,partial,MH593141.1,97.7,near_complete,ION_TORRENT
ERR4164797,29466,1,A,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,76.9,unknown,OXFORD_NANOPORE
ERR4176330,1574,2,D,checkv,694009,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,96.4,unknown,OXFORD_NANOPORE
ERR4182233,2066,1,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,96.5,unknown,OXFORD_NANOPORE
